job_id,job_title,salary_usd,location,work_type,experience_level,industry,company_size,skills_required,num_skills,post_date,applicants
JP-11595,Senior Data Scientist,231000,"New York, NY",On-Site,Senior (6-10 yrs),Finance,Small (51-200),"Excel, Spark MLlib, R, XGBoost, MySQL, Looker, Java, AWS, Databricks",9,2025-09-08,83
JP-11596,Business Analyst,82000,"Nashville, TN",Remote,Mid (3-5 yrs),Education,Enterprise (5000+),"Azure, Scala, Snowflake",3,2025-01-17,112
JP-11597,Senior Data Analyst,106000,"Denver, CO",On-Site,Mid (3-5 yrs),Technology,Large (1001-5000),"R, Power BI, GCP, Google Sheets",4,2025-02-23,78
JP-11598,Business Analyst,66000,"Chicago, IL",On-Site,Mid (3-5 yrs),Healthcare,Small (51-200),"R, SQL",2,2025-02-26,88
JP-11599,Business Analyst,55000,"Phoenix, AZ",Hybrid,Mid (3-5 yrs),Education,Small (51-200),"Python, Java",2,2025-05-01,89
JP-11600,BI Analyst,61000,"Boston, MA",Remote,Entry (0-2 yrs),Education,Startup (1-50),"Excel, Kafka, Airflow",3,2025-08-07,179
JP-11601,ML Engineer,116000,"New York, NY",On-Site,Entry (0-2 yrs),Finance,Small (51-200),"Python, Excel, Google Sheets, Spark MLlib, Redshift",5,2025-09-29,117
JP-11602,Business Analyst,63000,"Nashville, TN",Remote,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Power BI, Python, R",3,2025-04-12,145
JP-11603,Data Engineer,150000,"Austin, TX",Remote,Mid (3-5 yrs),Education,Enterprise (5000+),"Java, R, Azure, MongoDB",4,2025-02-02,147
JP-11604,Senior Data Analyst,156000,"Atlanta, GA",Hybrid,Lead (10+ yrs),Technology,Enterprise (5000+),"Databricks, BigQuery, Looker, R, MongoDB, Power BI",6,2025-09-17,77
JP-11605,Senior Data Scientist,151000,"Phoenix, AZ",Hybrid,Senior (6-10 yrs),Technology,Small (51-200),"Kafka, Spark MLlib, Scala, R, Snowflake, Git",6,2025-07-04,77
JP-11606,Data Analyst,50000,"Raleigh, NC",Hybrid,Entry (0-2 yrs),Retail,Mid-Market (201-1000),"R, Redshift, Power BI, dbt, BigQuery, Looker",6,2025-06-09,102
JP-11607,Data Scientist,225000,"New York, NY",Hybrid,Lead (10+ yrs),Technology,Small (51-200),"TensorFlow, Java, Scikit-learn, R",4,2025-04-27,75
JP-11608,Senior Data Analyst,181000,"Denver, CO",Remote,Lead (10+ yrs),Technology,Enterprise (5000+),"GCP, Java, AWS, Google Sheets, Looker",5,2025-11-03,118
JP-11609,Analytics Engineer,131000,"San Francisco, CA",On-Site,Mid (3-5 yrs),Media,Large (1001-5000),"Airflow, MySQL, SQL, Redshift, Power BI, Snowflake",6,2025-07-23,60
JP-11610,Data Scientist,87000,"Minneapolis, MN",Remote,Entry (0-2 yrs),Technology,Small (51-200),"SQL, XGBoost, GCP, Tableau",4,2025-03-25,168
JP-11611,Business Analyst,90000,"New York, NY",Hybrid,Mid (3-5 yrs),Consulting,Enterprise (5000+),"Tableau, Excel",2,2025-06-12,71
JP-11612,Analytics Engineer,170000,"New York, NY",Remote,Mid (3-5 yrs),Technology,Small (51-200),"dbt, PostgreSQL, Docker, SQL, MongoDB",5,2025-07-25,124
JP-11613,Data Engineer,137000,"Chicago, IL",On-Site,Mid (3-5 yrs),Healthcare,Large (1001-5000),"Redshift, Databricks, Airflow, Snowflake, PostgreSQL, Python",6,2025-02-16,85
JP-11614,Data Engineer,111000,"Dallas, TX",On-Site,Mid (3-5 yrs),Insurance,Startup (1-50),"Snowflake, Scikit-learn, Git, Kafka, GCP",5,2025-10-11,65
JP-11615,BI Analyst,86000,"Seattle, WA",Remote,Senior (6-10 yrs),Technology,Small (51-200),"Databricks, Tableau, GCP, Google Sheets, Redshift, MySQL",6,2025-05-31,131
JP-11616,Data Analyst,78000,"New York, NY",Remote,Entry (0-2 yrs),Technology,Enterprise (5000+),"MySQL, Snowflake, SQL, Databricks, Power BI, Kafka, Scala, Docker, Google Sheets",9,2025-01-18,201
JP-11617,BI Analyst,91000,"Miami, FL",Remote,Senior (6-10 yrs),Healthcare,Startup (1-50),"Excel, Looker",2,2025-09-12,126
JP-11618,Senior Data Scientist,147000,"Raleigh, NC",Remote,Senior (6-10 yrs),Manufacturing,Mid-Market (201-1000),"Google Sheets, Redshift, Java, AWS, MySQL, PyTorch",6,2025-05-08,161
JP-11619,Data Scientist,117000,"Portland, OR",Remote,Mid (3-5 yrs),Finance,Large (1001-5000),"Scikit-learn, Excel, R, Databricks, Azure, Looker",6,2025-11-14,121
JP-11620,Business Analyst,98000,"Portland, OR",Hybrid,Senior (6-10 yrs),Technology,Enterprise (5000+),"Python, Redshift, R, MySQL, Power BI",5,2025-02-16,68
JP-11621,Data Engineer,130000,"Raleigh, NC",Remote,Senior (6-10 yrs),Education,Large (1001-5000),"Java, R, Redshift, Airflow, PostgreSQL",5,2025-11-05,115
JP-11622,Data Analyst,71000,"Dallas, TX",On-Site,Entry (0-2 yrs),Insurance,Enterprise (5000+),"Java, BigQuery, Power BI",3,2025-05-14,100
JP-11623,Data Analyst,76000,"Chicago, IL",Remote,Mid (3-5 yrs),Technology,Large (1001-5000),"dbt, Java, Airflow, BigQuery, Tableau",5,2025-02-03,142
JP-11624,Data Engineer,133000,"Portland, OR",Remote,Lead (10+ yrs),Finance,Startup (1-50),"SQL, BigQuery, Redshift, Kafka, Git, R",6,2025-12-10,120
JP-11625,BI Analyst,59000,"Atlanta, GA",Hybrid,Entry (0-2 yrs),Healthcare,Mid-Market (201-1000),"Tableau, MySQL, PostgreSQL, Power BI",4,2025-01-16,125
JP-11626,Data Scientist,117000,"Austin, TX",On-Site,Entry (0-2 yrs),Technology,Large (1001-5000),"PostgreSQL, BigQuery, Looker, dbt",4,2025-12-27,105
JP-11627,Analytics Engineer,143000,"Atlanta, GA",On-Site,Senior (6-10 yrs),Finance,Large (1001-5000),"Redshift, Java, R, Looker, Airflow, Databricks, MySQL",7,2025-08-17,75
JP-11628,Data Analyst,138000,"New York, NY",Remote,Senior (6-10 yrs),Finance,Enterprise (5000+),"R, Looker, MySQL",3,2025-02-01,120
JP-11629,Senior Data Engineer,184000,"Portland, OR",Hybrid,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"Azure, PostgreSQL, Google Sheets, Airflow, Python, Looker, MySQL",7,2025-10-01,79
JP-11630,Business Analyst,98000,"Atlanta, GA",On-Site,Lead (10+ yrs),Healthcare,Large (1001-5000),"R, Looker, Scala",3,2025-08-17,84
JP-11631,BI Analyst,88000,"Denver, CO",Hybrid,Entry (0-2 yrs),Education,Enterprise (5000+),"Tableau, Google Sheets",2,2025-10-30,98
JP-11632,Business Analyst,56000,"Minneapolis, MN",Remote,Entry (0-2 yrs),Technology,Small (51-200),"R, Azure, Snowflake, Java, Spark MLlib, Excel",6,2025-01-24,165
JP-11633,Data Scientist,111000,"Phoenix, AZ",Hybrid,Mid (3-5 yrs),Consulting,Enterprise (5000+),"PyTorch, SQL, GCP",3,2025-06-21,82
JP-11634,BI Analyst,88000,"Austin, TX",On-Site,Mid (3-5 yrs),Technology,Enterprise (5000+),"Looker, Tableau, R, MongoDB",4,2025-10-19,83
JP-11635,Data Engineer,122000,"Phoenix, AZ",On-Site,Lead (10+ yrs),Insurance,Mid-Market (201-1000),"Java, AWS, Databricks, PostgreSQL, dbt",5,2025-08-03,72
JP-11636,Data Scientist,127000,Remote,Remote,Senior (6-10 yrs),Technology,Startup (1-50),"Redshift, Power BI, Kafka, R, Tableau, Airflow, SQL",7,2025-09-23,113
JP-11637,Senior Data Analyst,128000,Remote,Remote,Lead (10+ yrs),Technology,Startup (1-50),"SQL, Kafka, XGBoost, Google Sheets, PyTorch",5,2025-08-06,116
JP-11638,Data Analyst,65000,"Atlanta, GA",Remote,Mid (3-5 yrs),Consulting,Enterprise (5000+),"Scala, Python, Databricks, AWS, MongoDB, Looker, Excel",7,2025-11-20,153
JP-11639,Data Scientist,155000,"Chicago, IL",On-Site,Senior (6-10 yrs),Consulting,Mid-Market (201-1000),"Redshift, Python",2,2025-07-25,67
JP-11640,Data Scientist,163000,"Seattle, WA",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Java, Google Sheets, Databricks, Power BI, Scikit-learn",5,2025-05-20,87
JP-11641,ML Engineer,177000,"Miami, FL",Remote,Senior (6-10 yrs),Media,Mid-Market (201-1000),"SQL, GCP, PyTorch, Databricks, Git, Kafka",6,2025-10-14,144
JP-11642,BI Analyst,87000,"Phoenix, AZ",Hybrid,Lead (10+ yrs),Consulting,Startup (1-50),"TensorFlow, Power BI, Excel, Scala, Java",5,2025-03-06,79
JP-11643,Analytics Engineer,99000,"Portland, OR",Hybrid,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"AWS, MySQL, MongoDB",3,2025-02-27,84
JP-11644,Data Scientist,101000,"Raleigh, NC",Hybrid,Entry (0-2 yrs),Media,Enterprise (5000+),"SQL, Python, XGBoost, Spark MLlib, Excel",5,2025-02-26,103
JP-11645,Business Analyst,89000,"Boston, MA",Hybrid,Senior (6-10 yrs),Technology,Enterprise (5000+),"Scala, SQL",2,2025-11-24,85
JP-11646,Analytics Engineer,105000,"Portland, OR",Hybrid,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Databricks, Snowflake, MongoDB, Google Sheets, R, Looker, Java",7,2025-01-14,67
JP-11647,ML Engineer,197000,"Nashville, TN",On-Site,Senior (6-10 yrs),Technology,Enterprise (5000+),"Snowflake, Git, Kafka, Scala, Spark MLlib, XGBoost",6,2025-07-29,81
JP-11648,ML Engineer,121000,"Phoenix, AZ",Hybrid,Mid (3-5 yrs),Healthcare,Enterprise (5000+),"AWS, XGBoost, Google Sheets, Scikit-learn, Scala, Looker, Docker",7,2025-09-09,84
JP-11649,Data Analyst,81000,Remote,Remote,Entry (0-2 yrs),Technology,Large (1001-5000),"Redshift, PostgreSQL, SQL, Airflow, Scala, Power BI, Excel",7,2025-09-02,184
JP-11650,Data Engineer,157000,"San Francisco, CA",Remote,Senior (6-10 yrs),Finance,Small (51-200),"BigQuery, Kafka, Git, R, Snowflake",5,2025-03-02,96
JP-11651,Data Engineer,127000,"Seattle, WA",On-Site,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"GCP, MySQL, AWS, Airflow",4,2025-07-08,73
JP-11652,Data Engineer,181000,"Denver, CO",Hybrid,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"Scala, GCP, Docker, MongoDB, PostgreSQL, R, Azure",7,2025-03-11,83
JP-11653,Senior Data Engineer,204000,"New York, NY",Hybrid,Mid (3-5 yrs),Technology,Small (51-200),"Docker, GCP, R, Google Sheets, SQL, Azure, Redshift, Git",8,2025-08-15,67
JP-11654,Data Analyst,59000,"Atlanta, GA",Remote,Entry (0-2 yrs),Retail,Enterprise (5000+),"MongoDB, Power BI, PostgreSQL, Excel, Java",5,2025-03-14,187
JP-11655,Data Analyst,132000,"San Francisco, CA",Remote,Mid (3-5 yrs),Technology,Enterprise (5000+),"Tableau, Excel, SQL",3,2025-11-14,116
JP-11656,Business Analyst,57000,"Phoenix, AZ",Hybrid,Entry (0-2 yrs),Technology,Startup (1-50),"Looker, PostgreSQL, Python",3,2025-12-24,120
JP-11657,BI Analyst,88000,Remote,Remote,Entry (0-2 yrs),Technology,Large (1001-5000),"Redshift, dbt, Docker, Tableau",4,2025-02-12,250
JP-11658,Analytics Engineer,139000,"Raleigh, NC",Remote,Mid (3-5 yrs),Technology,Enterprise (5000+),"AWS, Scala, Redshift, GCP, R, BigQuery, Docker",7,2025-05-08,134
JP-11659,Business Analyst,52000,"Minneapolis, MN",On-Site,Entry (0-2 yrs),Manufacturing,Enterprise (5000+),"AWS, Google Sheets, PostgreSQL, Azure, Looker, BigQuery",6,2025-12-26,133
JP-11660,Analytics Engineer,85000,"Phoenix, AZ",On-Site,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Scala, Snowflake, MongoDB",3,2025-10-30,76
JP-11661,Analytics Engineer,103000,"Miami, FL",Hybrid,Entry (0-2 yrs),Consulting,Mid-Market (201-1000),"AWS, Tableau, MongoDB, R, Python, Airflow, Redshift",7,2025-10-08,110
JP-11662,Business Analyst,70000,Remote,Remote,Entry (0-2 yrs),Consulting,Enterprise (5000+),"Power BI, Looker, SQL",3,2025-01-23,176
JP-11663,Data Analyst,76000,"Raleigh, NC",Remote,Mid (3-5 yrs),Government,Large (1001-5000),"Docker, Google Sheets",2,2025-05-31,120
JP-11664,Data Analyst,62000,"Nashville, TN",Remote,Mid (3-5 yrs),Technology,Enterprise (5000+),"Redshift, Excel, BigQuery, Scala",4,2025-12-16,126
JP-11665,Data Analyst,75000,"Chicago, IL",On-Site,Entry (0-2 yrs),Technology,Enterprise (5000+),"Tableau, Google Sheets, Kafka, Java, Snowflake, Redshift",6,2025-08-10,117
JP-11666,Data Scientist,165000,"Seattle, WA",Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"TensorFlow, Google Sheets, Python",3,2025-04-11,120
JP-11667,Data Scientist,131000,"Raleigh, NC",On-Site,Senior (6-10 yrs),Education,Small (51-200),"Looker, dbt, Scikit-learn, Python, Kafka, XGBoost",6,2025-01-08,79
JP-11668,Analytics Engineer,111000,"Dallas, TX",Remote,Senior (6-10 yrs),Media,Mid-Market (201-1000),"Python, AWS, R, Kafka",4,2025-07-20,134
JP-11669,Data Scientist,101000,"Denver, CO",Remote,Entry (0-2 yrs),Healthcare,Large (1001-5000),"PostgreSQL, TensorFlow, Java, Git, Scala, PyTorch, Docker",7,2025-01-24,173
JP-11670,BI Analyst,107000,Remote,Remote,Mid (3-5 yrs),Technology,Enterprise (5000+),"Excel, Power BI, Redshift, PostgreSQL",4,2025-08-12,116
JP-11671,Business Analyst,86000,"Dallas, TX",Hybrid,Lead (10+ yrs),Technology,Enterprise (5000+),"Tableau, Docker, Kafka, BigQuery",4,2025-10-17,89
JP-11672,Analytics Engineer,82000,"Miami, FL",Hybrid,Entry (0-2 yrs),Finance,Large (1001-5000),"Airflow, PyTorch, SQL, Git, Redshift, PostgreSQL, R, Power BI, AWS",9,2025-10-05,125
JP-11673,Business Analyst,49000,"Atlanta, GA",Remote,Entry (0-2 yrs),Finance,Small (51-200),"Power BI, SQL",2,2025-03-01,180
JP-11674,Senior Data Analyst,146000,"Seattle, WA",Hybrid,Senior (6-10 yrs),Healthcare,Startup (1-50),"PyTorch, Airflow, Python, Google Sheets, SQL",5,2025-09-10,82
JP-11675,Senior Data Analyst,102000,"Nashville, TN",On-Site,Senior (6-10 yrs),Finance,Large (1001-5000),"PyTorch, MySQL, Scala, Git, Excel, R, Spark MLlib",7,2025-07-12,71
JP-11676,ML Engineer,197000,"Boston, MA",Remote,Mid (3-5 yrs),Technology,Enterprise (5000+),"Java, PyTorch, R, Git, dbt",5,2025-06-02,144
JP-11677,Senior Data Analyst,99000,"Denver, CO",Hybrid,Senior (6-10 yrs),Education,Small (51-200),"MongoDB, Looker, AWS, BigQuery",4,2025-10-01,82
JP-11678,Data Scientist,104000,"Dallas, TX",Hybrid,Mid (3-5 yrs),Government,Mid-Market (201-1000),"Airflow, TensorFlow, Python, Google Sheets, Power BI",5,2025-09-11,76
JP-11679,Data Analyst,96000,"San Francisco, CA",On-Site,Senior (6-10 yrs),Education,Small (51-200),"SQL, Tableau, Java",3,2025-08-07,83
JP-11680,Senior Data Analyst,142000,"Dallas, TX",Hybrid,Senior (6-10 yrs),Healthcare,Enterprise (5000+),"Docker, Google Sheets, Excel, XGBoost, Databricks, Azure, Redshift, R, Scala",9,2025-08-05,85
JP-11681,Senior Data Scientist,209000,"Portland, OR",Remote,Lead (10+ yrs),Finance,Mid-Market (201-1000),"TensorFlow, Redshift, Python, GCP, Scala, Kafka",6,2025-02-21,108
JP-11682,Data Engineer,124000,"Portland, OR",Hybrid,Entry (0-2 yrs),Technology,Large (1001-5000),"Docker, SQL, GCP, Airflow",4,2025-04-09,116
JP-11683,Senior Data Analyst,93000,"Nashville, TN",Hybrid,Senior (6-10 yrs),Education,Mid-Market (201-1000),"Airflow, Google Sheets, R, Kafka, BigQuery, Redshift",6,2025-09-29,89
JP-11684,Data Scientist,113000,"Dallas, TX",On-Site,Mid (3-5 yrs),Education,Small (51-200),"Scikit-learn, R, Google Sheets, PyTorch, PostgreSQL",5,2025-05-26,88
JP-11685,BI Analyst,85000,Remote,Remote,Mid (3-5 yrs),Finance,Startup (1-50),"Git, Looker, PostgreSQL",3,2025-07-29,145
JP-11686,Data Scientist,200000,"San Francisco, CA",Hybrid,Lead (10+ yrs),Healthcare,Startup (1-50),"Docker, Python, Snowflake",3,2025-06-25,75
JP-11687,Data Engineer,110000,"Boston, MA",Hybrid,Entry (0-2 yrs),Finance,Enterprise (5000+),"Snowflake, Airflow, PostgreSQL, R, MongoDB, Spark MLlib, XGBoost",7,2025-10-13,114
JP-11688,Data Scientist,102000,"Dallas, TX",Remote,Entry (0-2 yrs),Technology,Small (51-200),"MongoDB, Looker, Java, XGBoost, Scala, Snowflake",6,2025-04-13,156
JP-11689,Data Scientist,121000,"Nashville, TN",On-Site,Mid (3-5 yrs),Finance,Enterprise (5000+),"BigQuery, Excel, Airflow, XGBoost, Power BI, Java, Python, Git, Snowflake",9,2025-06-09,95
JP-11690,ML Engineer,151000,"Austin, TX",Remote,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"AWS, TensorFlow, Java, Docker, SQL, Git",6,2025-02-25,139
JP-11691,Data Scientist,164000,"Denver, CO",On-Site,Mid (3-5 yrs),Technology,Enterprise (5000+),"Scikit-learn, BigQuery, AWS, Snowflake, Scala, MongoDB, PyTorch",7,2025-06-08,69
JP-11692,Analytics Engineer,85000,"Miami, FL",On-Site,Entry (0-2 yrs),Finance,Mid-Market (201-1000),"Redshift, SQL, Kafka, GCP, AWS, TensorFlow, BigQuery, dbt",8,2025-01-31,98
JP-11693,Business Analyst,123000,"New York, NY",Hybrid,Lead (10+ yrs),Insurance,Mid-Market (201-1000),"GCP, Power BI, Snowflake, dbt, Docker",5,2025-04-27,87
JP-11694,Senior Data Analyst,121000,"Minneapolis, MN",Remote,Senior (6-10 yrs),Finance,Large (1001-5000),"Excel, Redshift, XGBoost, PyTorch, SQL, MySQL, Java",7,2025-11-18,118
JP-11695,Analytics Engineer,98000,"Miami, FL",Remote,Mid (3-5 yrs),Healthcare,Startup (1-50),"Scala, AWS, Docker, Airflow, Tableau, PyTorch",6,2025-11-26,131
JP-11696,Business Analyst,101000,"Portland, OR",Hybrid,Senior (6-10 yrs),Healthcare,Mid-Market (201-1000),"Kafka, SQL, dbt",3,2025-08-28,67
JP-11697,Senior Data Engineer,234000,"Dallas, TX",Remote,Senior (6-10 yrs),Insurance,Enterprise (5000+),"Airflow, SQL, Kafka, PostgreSQL",4,2025-02-07,126
JP-11698,Data Engineer,123000,"Phoenix, AZ",Remote,Mid (3-5 yrs),Government,Mid-Market (201-1000),"Docker, SQL, PostgreSQL",3,2025-11-15,120
JP-11699,Business Analyst,54000,"Miami, FL",Remote,Entry (0-2 yrs),Retail,Mid-Market (201-1000),"SQL, BigQuery, Airflow, Google Sheets, Git, Power BI",6,2025-09-11,147
JP-11700,Data Engineer,140000,"Seattle, WA",On-Site,Senior (6-10 yrs),Finance,Small (51-200),"dbt, AWS, Python",3,2025-10-19,78
JP-11701,Data Analyst,66000,"Seattle, WA",On-Site,Entry (0-2 yrs),Finance,Large (1001-5000),"MySQL, Snowflake, Looker, Databricks, Google Sheets",5,2025-02-06,95
JP-11702,BI Analyst,82000,"Austin, TX",Remote,Senior (6-10 yrs),Manufacturing,Mid-Market (201-1000),"Git, Excel, MongoDB, Airflow",4,2025-01-29,105
JP-11703,BI Analyst,98000,"Boston, MA",Hybrid,Entry (0-2 yrs),Education,Enterprise (5000+),"R, Power BI, Looker, Java",4,2025-11-21,124
JP-11704,Data Engineer,189000,"Raleigh, NC",Remote,Lead (10+ yrs),Finance,Enterprise (5000+),"TensorFlow, Excel, Airflow, R, MySQL, Google Sheets, GCP",7,2025-02-28,129
JP-11705,Data Engineer,165000,"Portland, OR",Hybrid,Senior (6-10 yrs),Government,Mid-Market (201-1000),"Docker, MongoDB, SQL, R, Databricks, BigQuery",6,2025-01-31,83
JP-11706,Business Analyst,69000,"New York, NY",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Tableau, Scala",2,2025-08-01,79
JP-11707,Data Scientist,147000,"Nashville, TN",Hybrid,Senior (6-10 yrs),Consulting,Enterprise (5000+),"SQL, Databricks, AWS, Docker, MongoDB, Python",6,2025-04-09,70
JP-11708,BI Analyst,80000,"Portland, OR",Hybrid,Entry (0-2 yrs),Technology,Enterprise (5000+),"GCP, Scala, Power BI, Snowflake, Google Sheets, Docker",6,2025-08-25,118
JP-11709,Senior Data Analyst,140000,"Raleigh, NC",Remote,Lead (10+ yrs),Finance,Small (51-200),"Airflow, Databricks, PostgreSQL, Java, BigQuery, Excel",6,2025-04-23,107
JP-11710,Data Scientist,139000,"Raleigh, NC",Remote,Mid (3-5 yrs),Technology,Large (1001-5000),"Power BI, Spark MLlib, PostgreSQL, Docker, Java, GCP",6,2025-10-05,123
JP-11711,Data Scientist,114000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Healthcare,Large (1001-5000),"Redshift, XGBoost, SQL",3,2025-01-07,78
JP-11712,Analytics Engineer,148000,Remote,Remote,Mid (3-5 yrs),Education,Large (1001-5000),"Google Sheets, Git, Redshift, SQL, AWS, Power BI, Scala, Databricks, Airflow",9,2025-08-19,155
JP-11713,Data Analyst,55000,"Phoenix, AZ",Remote,Mid (3-5 yrs),Retail,Small (51-200),"Google Sheets, Java, Databricks, Scikit-learn, PostgreSQL, SQL",6,2025-06-05,147
JP-11714,Data Scientist,97000,"Chicago, IL",Hybrid,Mid (3-5 yrs),Media,Startup (1-50),"Scikit-learn, R",2,2025-11-15,63
JP-11715,ML Engineer,170000,"Seattle, WA",On-Site,Entry (0-2 yrs),Retail,Mid-Market (201-1000),"PyTorch, Python, PostgreSQL, Spark MLlib, BigQuery",5,2025-11-08,116
JP-11716,Business Analyst,80000,Remote,Remote,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"Looker, BigQuery, MongoDB",3,2025-04-01,137
JP-11717,Business Analyst,84000,"San Francisco, CA",Remote,Mid (3-5 yrs),Consulting,Small (51-200),"Google Sheets, SQL, Scala",3,2025-08-03,132
JP-11718,Business Analyst,91000,Remote,Remote,Mid (3-5 yrs),Manufacturing,Large (1001-5000),"Redshift, Docker, Databricks",3,2025-08-15,116
JP-11719,ML Engineer,113000,"Atlanta, GA",On-Site,Mid (3-5 yrs),Finance,Startup (1-50),"TensorFlow, R, Airflow, PyTorch, MongoDB, GCP",6,2025-02-22,82
JP-11720,Senior Data Analyst,120000,"Dallas, TX",On-Site,Lead (10+ yrs),Technology,Enterprise (5000+),"dbt, Google Sheets",2,2025-12-15,94
JP-11721,ML Engineer,159000,"Austin, TX",Remote,Mid (3-5 yrs),Consulting,Small (51-200),"Java, Scala, Snowflake, Scikit-learn, Git, Kafka",6,2025-01-22,116
JP-11722,Data Scientist,142000,"Miami, FL",Remote,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"R, TensorFlow, BigQuery",3,2025-07-14,152
JP-11723,Data Analyst,101000,"San Francisco, CA",Hybrid,Mid (3-5 yrs),Finance,Small (51-200),"Python, TensorFlow, Java",3,2025-04-21,105
JP-11724,Analytics Engineer,146000,"Phoenix, AZ",On-Site,Lead (10+ yrs),Finance,Enterprise (5000+),"Redshift, Docker, BigQuery",3,2025-12-20,66
JP-11725,ML Engineer,219000,"Boston, MA",Hybrid,Senior (6-10 yrs),Consulting,Mid-Market (201-1000),"Databricks, R, Snowflake, PyTorch",4,2025-05-28,77
JP-11726,Business Analyst,92000,"Seattle, WA",Hybrid,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"Java, Scala, MySQL",3,2025-09-23,78
JP-11727,Data Analyst,105000,"New York, NY",Hybrid,Entry (0-2 yrs),Consulting,Enterprise (5000+),"SQL, BigQuery, R, Excel",4,2025-01-08,124
JP-11728,Business Analyst,84000,"Seattle, WA",Hybrid,Senior (6-10 yrs),Technology,Large (1001-5000),"Google Sheets, R",2,2025-11-17,61
JP-11729,Data Analyst,60000,"Portland, OR",Hybrid,Entry (0-2 yrs),Technology,Startup (1-50),"Java, Tableau, Python, Spark MLlib",4,2025-01-14,134
JP-11730,Senior Data Analyst,152000,Remote,Remote,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"XGBoost, Excel, MySQL, Azure, Spark MLlib, SQL",6,2025-06-05,126
JP-11731,Senior Data Analyst,109000,"Nashville, TN",Hybrid,Senior (6-10 yrs),Healthcare,Startup (1-50),"Docker, MySQL, Databricks, Kafka, Looker, Google Sheets",6,2025-11-13,70
JP-11732,Senior Data Engineer,213000,"Chicago, IL",Remote,Lead (10+ yrs),Technology,Startup (1-50),"Redshift, Azure, Git, Java, MongoDB",5,2025-04-22,100
JP-11733,Data Analyst,71000,"Chicago, IL",Hybrid,Mid (3-5 yrs),Manufacturing,Small (51-200),"Snowflake, AWS, Python, Scala, Tableau",5,2025-03-21,89
JP-11734,Senior Data Analyst,163000,"Miami, FL",Remote,Lead (10+ yrs),Technology,Large (1001-5000),"Scala, Tableau, Python, dbt",4,2025-03-15,131
